id,parent,label,value,color
clk_gate_gen_normal_fifo_storage_reg_57__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 57 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_58__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 58 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_59__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 59 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_5__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 5 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_60__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 60 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_61__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 61 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_62__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 62 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_63__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 63 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_64_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 64 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_65_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 65 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_66_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 66 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_67_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 67 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_68_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 68 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_69_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 69 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_6__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 6 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_70_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 70 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_71_,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 71 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_7__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 7 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_8__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 8 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_9__2,u_tx_fifo,Clk Gate Gen Normal Fifo Storage Reg 9 ,20.0192,blue
u_reg_2,ot_spi_i,Reg,10085.9231,blue
i_reg_demux,u_reg_2,I Reg Demux,1809.2351,blue
u_alert_test,u_reg_2,Alert Test,0.0,blue
u_command_csaat,u_reg_2,Command Csaat,0.0,blue
u_command_direction,u_reg_2,Command Direction,0.0,blue
u_command_len,u_reg_2,Command Len,0.0,blue
u_command_speed,u_reg_2,Command Speed,0.0,blue
u_configopts_0_clkdiv_0,u_reg_2,Configopts 0 Clkdiv 0,570.5472,blue
clk_gate_q_reg_45,u_configopts_0_clkdiv_0,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_516,u_configopts_0_clkdiv_0,Wr En Data Arb,100.096,blue
u_configopts_0_cpha_0,u_reg_2,Configopts 0 Cpha 0,76.3232,blue
wr_en_data_arb_517,u_configopts_0_cpha_0,Wr En Data Arb,6.256,blue
u_configopts_0_cpol_0,u_reg_2,Configopts 0 Cpol 0,76.3232,blue
wr_en_data_arb_518,u_configopts_0_cpol_0,Wr En Data Arb,6.256,blue
u_configopts_0_csnidle_0,u_reg_2,Configopts 0 Csnidle 0,180.1728,blue
clk_gate_q_reg_46,u_configopts_0_csnidle_0,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_519,u_configopts_0_csnidle_0,Wr En Data Arb,25.024,blue
u_configopts_0_csnlead_0,u_reg_2,Configopts 0 Csnlead 0,180.1728,blue
clk_gate_q_reg_47,u_configopts_0_csnlead_0,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_520,u_configopts_0_csnlead_0,Wr En Data Arb,25.024,blue
u_configopts_0_csntrail_0,u_reg_2,Configopts 0 Csntrail 0,180.1728,blue
clk_gate_q_reg_48,u_configopts_0_csntrail_0,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_521,u_configopts_0_csntrail_0,Wr En Data Arb,25.024,blue
u_configopts_0_fullcyc_0,u_reg_2,Configopts 0 Fullcyc 0,76.3232,blue
wr_en_data_arb_522,u_configopts_0_fullcyc_0,Wr En Data Arb,6.256,blue
u_configopts_1_clkdiv_1,u_reg_2,Configopts 1 Clkdiv 1,570.5472,blue
clk_gate_q_reg_49,u_configopts_1_clkdiv_1,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_523,u_configopts_1_clkdiv_1,Wr En Data Arb,100.096,blue
u_configopts_1_cpha_1,u_reg_2,Configopts 1 Cpha 1,76.3232,blue
wr_en_data_arb_524,u_configopts_1_cpha_1,Wr En Data Arb,6.256,blue
u_configopts_1_cpol_1,u_reg_2,Configopts 1 Cpol 1,76.3232,blue
wr_en_data_arb_525,u_configopts_1_cpol_1,Wr En Data Arb,6.256,blue
u_configopts_1_csnidle_1,u_reg_2,Configopts 1 Csnidle 1,180.1728,blue
clk_gate_q_reg_50,u_configopts_1_csnidle_1,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_526,u_configopts_1_csnidle_1,Wr En Data Arb,25.024,blue
u_configopts_1_csnlead_1,u_reg_2,Configopts 1 Csnlead 1,180.1728,blue
clk_gate_q_reg_51,u_configopts_1_csnlead_1,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_527,u_configopts_1_csnlead_1,Wr En Data Arb,25.024,blue
u_configopts_1_csntrail_1,u_reg_2,Configopts 1 Csntrail 1,180.1728,blue
clk_gate_q_reg_52,u_configopts_1_csntrail_1,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_528,u_configopts_1_csntrail_1,Wr En Data Arb,25.024,blue
u_configopts_1_fullcyc_1,u_reg_2,Configopts 1 Fullcyc 1,76.3232,blue
wr_en_data_arb_529,u_configopts_1_fullcyc_1,Wr En Data Arb,6.256,blue
u_control_output_en,u_reg_2,Control Output En,76.3232,blue
wr_en_data_arb_530,u_control_output_en,Wr En Data Arb,6.256,blue
u_control_rx_watermark,u_reg_2,Control Rx Watermark,319.056,blue
clk_gate_q_reg_53,u_control_rx_watermark,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_531,u_control_rx_watermark,Wr En Data Arb,50.048,blue
u_control_spien,u_reg_2,Control Spien,76.3232,blue
wr_en_data_arb_532,u_control_spien,Wr En Data Arb,6.256,blue
u_control_sw_rst,u_reg_2,Control Sw Rst,76.3232,blue
wr_en_data_arb_533,u_control_sw_rst,Wr En Data Arb,6.256,blue
u_control_tx_watermark,u_reg_2,Control Tx Watermark,310.2976,blue
clk_gate_q_reg_54,u_control_tx_watermark,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_534,u_control_tx_watermark,Wr En Data Arb,50.048,blue
u_csid,u_reg_2,Csid,1091.0464,blue
clk_gate_q_reg_55,u_csid,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_535,u_csid,Wr En Data Arb,200.192,blue
u_error_enable_cmdbusy,u_reg_2,Error Enable Cmdbusy,77.5744,blue
wr_en_data_arb_536,u_error_enable_cmdbusy,Wr En Data Arb,6.256,blue
u_error_enable_cmdinval,u_reg_2,Error Enable Cmdinval,77.5744,blue
wr_en_data_arb_537,u_error_enable_cmdinval,Wr En Data Arb,6.256,blue
u_error_enable_csidinval,u_reg_2,Error Enable Csidinval,77.5744,blue
wr_en_data_arb_538,u_error_enable_csidinval,Wr En Data Arb,6.256,blue
u_error_enable_overflow,u_reg_2,Error Enable Overflow,77.5744,blue
wr_en_data_arb_539,u_error_enable_overflow,Wr En Data Arb,6.256,blue
u_error_enable_underflow,u_reg_2,Error Enable Underflow,77.5744,blue
wr_en_data_arb_540,u_error_enable_underflow,Wr En Data Arb,6.256,blue
u_error_status_accessinval,u_reg_2,Error Status Accessinval,90.0864,blue
wr_en_data_arb_541,u_error_status_accessinval,Wr En Data Arb,23.7728,blue
u_error_status_cmdbusy,u_reg_2,Error Status Cmdbusy,90.0864,blue
wr_en_data_arb_542,u_error_status_cmdbusy,Wr En Data Arb,23.7728,blue
u_error_status_cmdinval,u_reg_2,Error Status Cmdinval,90.0864,blue
wr_en_data_arb_543,u_error_status_cmdinval,Wr En Data Arb,23.7728,blue
u_error_status_csidinval,u_reg_2,Error Status Csidinval,90.0864,blue
wr_en_data_arb_544,u_error_status_csidinval,Wr En Data Arb,23.7728,blue
u_error_status_overflow,u_reg_2,Error Status Overflow,90.0864,blue
wr_en_data_arb_545,u_error_status_overflow,Wr En Data Arb,23.7728,blue
u_error_status_underflow,u_reg_2,Error Status Underflow,90.0864,blue
wr_en_data_arb_546,u_error_status_underflow,Wr En Data Arb,23.7728,blue
u_event_enable_idle,u_reg_2,Event Enable Idle,76.3232,blue
wr_en_data_arb_547,u_event_enable_idle,Wr En Data Arb,6.256,blue
u_event_enable_ready,u_reg_2,Event Enable Ready,76.3232,blue
wr_en_data_arb_548,u_event_enable_ready,Wr En Data Arb,6.256,blue
u_event_enable_rxfull,u_reg_2,Event Enable Rxfull,76.3232,blue
wr_en_data_arb_549,u_event_enable_rxfull,Wr En Data Arb,6.256,blue
u_event_enable_rxwm,u_reg_2,Event Enable Rxwm,76.3232,blue
wr_en_data_arb_550,u_event_enable_rxwm,Wr En Data Arb,6.256,blue
u_event_enable_txempty,u_reg_2,Event Enable Txempty,75.072,blue
wr_en_data_arb_551,u_event_enable_txempty,Wr En Data Arb,6.256,blue
u_event_enable_txwm,u_reg_2,Event Enable Txwm,76.3232,blue
wr_en_data_arb_552,u_event_enable_txwm,Wr En Data Arb,6.256,blue
u_intr_enable_error,u_reg_2,Intr Enable Error,76.3232,blue
wr_en_data_arb_553,u_intr_enable_error,Wr En Data Arb,6.256,blue
u_intr_enable_spi_event,u_reg_2,Intr Enable Spi Event,76.3232,blue
wr_en_data_arb_554,u_intr_enable_spi_event,Wr En Data Arb,6.256,blue
u_intr_state_error,u_reg_2,Intr State Error,90.0864,blue
wr_en_data_arb_555,u_intr_state_error,Wr En Data Arb,23.7728,blue
u_intr_state_spi_event,u_reg_2,Intr State Spi Event,90.0864,blue
wr_en_data_arb_556,u_intr_state_spi_event,Wr En Data Arb,23.7728,blue
u_intr_test_error,u_reg_2,Intr Test Error,0.0,blue
u_intr_test_spi_event,u_reg_2,Intr Test Spi Event,0.0,blue
u_status_active,u_reg_2,Status Active,30.0288,blue
wr_en_data_arb_557,u_status_active,Wr En Data Arb,0.0,blue
u_status_byteorder,u_reg_2,Status Byteorder,28.7776,blue
u_status_cmdqd,u_reg_2,Status Cmdqd,81.328,blue
wr_en_data_arb_558,u_status_cmdqd,Wr En Data Arb,0.0,blue
u_status_ready_2,u_reg_2,Status Ready,30.0288,blue
wr_en_data_arb_559,u_status_ready_2,Wr En Data Arb,0.0,blue
u_status_rxempty_1,u_reg_2,Status Rxempty,30.0288,blue
wr_en_data_arb_560,u_status_rxempty_1,Wr En Data Arb,0.0,blue
u_status_rxfull_1,u_reg_2,Status Rxfull,30.0288,blue
wr_en_data_arb_561,u_status_rxfull_1,Wr En Data Arb,0.0,blue
u_status_rxqd,u_reg_2,Status Rxqd,187.68,blue
wr_en_data_arb_562,u_status_rxqd,Wr En Data Arb,0.0,blue
u_status_rxstall,u_reg_2,Status Rxstall,30.0288,blue
wr_en_data_arb_563,u_status_rxstall,Wr En Data Arb,0.0,blue
u_status_rxwm,u_reg_2,Status Rxwm,30.0288,blue
wr_en_data_arb_564,u_status_rxwm,Wr En Data Arb,0.0,blue
u_status_txempty_1,u_reg_2,Status Txempty,30.0288,blue
wr_en_data_arb_565,u_status_txempty_1,Wr En Data Arb,0.0,blue
u_status_txfull_1,u_reg_2,Status Txfull,30.0288,blue
wr_en_data_arb_566,u_status_txfull_1,Wr En Data Arb,0.0,blue
u_status_txqd,u_reg_2,Status Txqd,187.68,blue
wr_en_data_arb_567,u_status_txqd,Wr En Data Arb,0.0,blue
u_status_txstall,u_reg_2,Status Txstall,30.0288,blue
wr_en_data_arb_568,u_status_txstall,Wr En Data Arb,0.0,blue
u_status_txwm,u_reg_2,Status Txwm,28.7776,blue
wr_en_data_arb_569,u_status_txwm,Wr En Data Arb,0.0,blue
u_spi_core,ot_spi_i,Spi Core,11798.8159,blue
u_fsm,u_spi_core,Fsm,7359.5583,blue
clk_gate_bit_cntr_q_reg,u_fsm,Clk Gate Bit Cntr Q Reg,20.0192,blue
clk_gate_byte_cntr_cpha0_q_reg,u_fsm,Clk Gate Byte Cntr Cpha0 Q Reg,20.0192,blue
clk_gate_byte_cntr_cpha1_q_reg,u_fsm,Clk Gate Byte Cntr Cpha1 Q Reg,20.0192,blue
clk_gate_clk_cntr_q_reg,u_fsm,Clk Gate Clk Cntr Q Reg,20.0192,blue
clk_gate_cmd_len_q_reg,u_fsm,Clk Gate Cmd Len Q Reg,20.0192,blue
clk_gate_new_command_cpha1_reg,u_fsm,Clk Gate New Command Cpha1 Reg,20.0192,blue
u_sck_flop,u_fsm,Sck Flop,36.2848,blue
gen_generic_u_impl_generic_9,u_sck_flop,Gen Generic Impl Generic,36.2848,blue
u_merge,u_spi_core,Merge,1586.5216,blue
u_packer_1,u_merge,Packer,1480.1696,blue
clk_gate_depth_q_reg_1,u_packer_1,Clk Gate Depth Q Reg,20.0192,blue
u_select,u_spi_core,Select,1797.9744,blue
u_packer_2,u_select,Packer,1772.9504,blue
clk_gate_data_q_reg_1,u_packer_2,Clk Gate Data Q Reg,20.0192,blue
clk_gate_depth_q_reg_2,u_packer_2,Clk Gate Depth Q Reg,20.0192,blue
clk_gate_gen_unpack_mode_ptr_q_reg,u_packer_2,Clk Gate Gen Unpack Mode Ptr Q Reg,20.0192,blue
u_shift_reg,u_spi_core,Shift Reg,1051.008,blue
clk_gate_rx_buf_q_reg,u_shift_reg,Clk Gate Rx Buf Q Reg,20.0192,blue
clk_gate_sd_i_q_reg,u_shift_reg,Clk Gate Sd I Q Reg,20.0192,blue
clk_gate_sr_q_reg,u_shift_reg,Clk Gate Sr Q Reg,20.0192,blue
u_window,ot_spi_i,Window,48.7968,blue
uart_i,ao_peripheral_subsystem_i,Uart,28974.0378,blue
u_reg_3,uart_i,Reg,6499.984,blue
u_ctrl_llpbk,u_reg_3,Ctrl Llpbk,76.3232,blue
wr_en_data_arb_570,u_ctrl_llpbk,Wr En Data Arb,6.256,blue
u_ctrl_nco,u_reg_3,Ctrl Nco,570.5472,blue
clk_gate_q_reg_56,u_ctrl_nco,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_571,u_ctrl_nco,Wr En Data Arb,100.096,blue
u_ctrl_nf,u_reg_3,Ctrl Nf,76.3232,blue
wr_en_data_arb_572,u_ctrl_nf,Wr En Data Arb,6.256,blue
u_ctrl_parity_en,u_reg_3,Ctrl Parity En,76.3232,blue
wr_en_data_arb_573,u_ctrl_parity_en,Wr En Data Arb,6.256,blue
u_ctrl_parity_odd,u_reg_3,Ctrl Parity Odd,76.3232,blue
wr_en_data_arb_574,u_ctrl_parity_odd,Wr En Data Arb,6.256,blue
u_ctrl_rx,u_reg_3,Ctrl Rx,76.3232,blue
wr_en_data_arb_575,u_ctrl_rx,Wr En Data Arb,6.256,blue
u_ctrl_rxblvl,u_reg_3,Ctrl Rxblvl,122.6176,blue
wr_en_data_arb_576,u_ctrl_rxblvl,Wr En Data Arb,12.512,blue
u_ctrl_slpbk,u_reg_3,Ctrl Slpbk,76.3232,blue
wr_en_data_arb_577,u_ctrl_slpbk,Wr En Data Arb,6.256,blue
u_ctrl_tx,u_reg_3,Ctrl Tx,73.8208,blue
wr_en_data_arb_578,u_ctrl_tx,Wr En Data Arb,6.256,blue
u_fifo_ctrl_rxilvl,u_reg_3,Fifo Ctrl Rxilvl,146.3904,blue
clk_gate_q_reg_57,u_fifo_ctrl_rxilvl,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_579,u_fifo_ctrl_rxilvl,Wr En Data Arb,18.768,blue
u_fifo_ctrl_rxrst,u_reg_3,Fifo Ctrl Rxrst,76.3232,blue
wr_en_data_arb_580,u_fifo_ctrl_rxrst,Wr En Data Arb,6.256,blue
u_fifo_ctrl_txilvl,u_reg_3,Fifo Ctrl Txilvl,122.6176,blue
wr_en_data_arb_581,u_fifo_ctrl_txilvl,Wr En Data Arb,12.512,blue
u_fifo_ctrl_txrst,u_reg_3,Fifo Ctrl Txrst,76.3232,blue
wr_en_data_arb_582,u_fifo_ctrl_txrst,Wr En Data Arb,6.256,blue
u_fifo_status_rxlvl,u_reg_3,Fifo Status Rxlvl,0.0,blue
u_fifo_status_txlvl,u_reg_3,Fifo Status Txlvl,0.0,blue
u_intr_enable_rx_break_err,u_reg_3,Intr Enable Rx Break Err,76.3232,blue
wr_en_data_arb_583,u_intr_enable_rx_break_err,Wr En Data Arb,6.256,blue
u_intr_enable_rx_frame_err,u_reg_3,Intr Enable Rx Frame Err,76.3232,blue
wr_en_data_arb_584,u_intr_enable_rx_frame_err,Wr En Data Arb,6.256,blue
u_intr_enable_rx_overflow,u_reg_3,Intr Enable Rx Overflow,76.3232,blue
wr_en_data_arb_585,u_intr_enable_rx_overflow,Wr En Data Arb,6.256,blue
u_intr_enable_rx_parity_err,u_reg_3,Intr Enable Rx Parity Err,76.3232,blue
wr_en_data_arb_586,u_intr_enable_rx_parity_err,Wr En Data Arb,6.256,blue
u_intr_enable_rx_timeout,u_reg_3,Intr Enable Rx Timeout,76.3232,blue
wr_en_data_arb_587,u_intr_enable_rx_timeout,Wr En Data Arb,6.256,blue
u_intr_enable_rx_watermark,u_reg_3,Intr Enable Rx Watermark,76.3232,blue
wr_en_data_arb_588,u_intr_enable_rx_watermark,Wr En Data Arb,6.256,blue
u_intr_enable_tx_empty,u_reg_3,Intr Enable Tx Empty,76.3232,blue
wr_en_data_arb_589,u_intr_enable_tx_empty,Wr En Data Arb,6.256,blue
u_intr_enable_tx_watermark,u_reg_3,Intr Enable Tx Watermark,76.3232,blue
wr_en_data_arb_590,u_intr_enable_tx_watermark,Wr En Data Arb,6.256,blue
u_intr_state_rx_break_err,u_reg_3,Intr State Rx Break Err,90.0864,blue
wr_en_data_arb_591,u_intr_state_rx_break_err,Wr En Data Arb,23.7728,blue
u_intr_state_rx_frame_err,u_reg_3,Intr State Rx Frame Err,90.0864,blue
wr_en_data_arb_592,u_intr_state_rx_frame_err,Wr En Data Arb,23.7728,blue
u_intr_state_rx_overflow,u_reg_3,Intr State Rx Overflow,90.0864,blue
wr_en_data_arb_593,u_intr_state_rx_overflow,Wr En Data Arb,23.7728,blue
u_intr_state_rx_parity_err,u_reg_3,Intr State Rx Parity Err,90.0864,blue
wr_en_data_arb_594,u_intr_state_rx_parity_err,Wr En Data Arb,23.7728,blue
u_intr_state_rx_timeout,u_reg_3,Intr State Rx Timeout,90.0864,blue
wr_en_data_arb_595,u_intr_state_rx_timeout,Wr En Data Arb,23.7728,blue
u_intr_state_rx_watermark,u_reg_3,Intr State Rx Watermark,90.0864,blue
wr_en_data_arb_596,u_intr_state_rx_watermark,Wr En Data Arb,23.7728,blue
u_intr_state_tx_empty,u_reg_3,Intr State Tx Empty,90.0864,blue
wr_en_data_arb_597,u_intr_state_tx_empty,Wr En Data Arb,23.7728,blue
u_intr_state_tx_watermark,u_reg_3,Intr State Tx Watermark,90.0864,blue
wr_en_data_arb_598,u_intr_state_tx_watermark,Wr En Data Arb,23.7728,blue
u_intr_test_rx_break_err,u_reg_3,Intr Test Rx Break Err,0.0,blue
u_intr_test_rx_frame_err,u_reg_3,Intr Test Rx Frame Err,0.0,blue
u_intr_test_rx_overflow,u_reg_3,Intr Test Rx Overflow,0.0,blue
u_intr_test_rx_parity_err,u_reg_3,Intr Test Rx Parity Err,0.0,blue
u_intr_test_rx_timeout,u_reg_3,Intr Test Rx Timeout,0.0,blue
u_intr_test_rx_watermark,u_reg_3,Intr Test Rx Watermark,0.0,blue
u_intr_test_tx_empty,u_reg_3,Intr Test Tx Empty,0.0,blue
u_intr_test_tx_watermark,u_reg_3,Intr Test Tx Watermark,0.0,blue
u_ovrd_txen,u_reg_3,Ovrd Txen,76.3232,blue
wr_en_data_arb_599,u_ovrd_txen,Wr En Data Arb,6.256,blue
u_ovrd_txval,u_reg_3,Ovrd Txval,76.3232,blue
wr_en_data_arb_600,u_ovrd_txval,Wr En Data Arb,6.256,blue
u_rdata,u_reg_3,Rdata,0.0,blue
u_reg_if_2,u_reg_3,Reg If,1251.2,blue
clk_gate_rspop_reg_2,u_reg_if_2,Clk Gate Rspop Reg,20.0192,blue
u_err_2,u_reg_if_2,Err,21.2704,blue
u_status_rxempty_2,u_reg_3,Status Rxempty,0.0,blue
u_status_rxfull_2,u_reg_3,Status Rxfull,0.0,blue
u_status_rxidle,u_reg_3,Status Rxidle,0.0,blue
u_status_txempty_2,u_reg_3,Status Txempty,0.0,blue
u_status_txfull_2,u_reg_3,Status Txfull,0.0,blue
u_status_txidle,u_reg_3,Status Txidle,0.0,blue
u_timeout_ctrl_en,u_reg_3,Timeout Ctrl En,76.3232,blue
wr_en_data_arb_601,u_timeout_ctrl_en,Wr En Data Arb,6.256,blue
u_timeout_ctrl_val,u_reg_3,Timeout Ctrl Val,829.5456,blue
clk_gate_q_reg_58,u_timeout_ctrl_val,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_602,u_timeout_ctrl_val,Wr En Data Arb,150.144,blue
u_val,u_reg_3,Val,0.0,blue
u_wdata,u_reg_3,Wdata,314.0512,blue
clk_gate_q_reg_59,u_wdata,Clk Gate Q Reg,20.0192,blue
wr_en_data_arb_603,u_wdata,Wr En Data Arb,50.048,blue
uart_core,uart_i,Uart Core,22470.3003,blue
clk_gate_allzero_cnt_q_reg,uart_core,Clk Gate Allzero Cnt Q Reg,20.0192,blue
clk_gate_nco_sum_q_reg,uart_core,Clk Gate Nco Sum Q Reg,20.0192,blue
clk_gate_rx_timeout_count_q_reg,uart_core,Clk Gate Rx Timeout Count Q Reg,20.0192,blue
clk_gate_rx_val_q_reg,uart_core,Clk Gate Rx Val Q Reg,20.0192,blue
intr_hw_rx_break_err,uart_core,Intr Hw Rx Break Err,46.2944,blue
intr_hw_rx_frame_err,uart_core,Intr Hw Rx Frame Err,46.2944,blue
intr_hw_rx_overflow,uart_core,Intr Hw Rx Overflow,46.2944,blue
intr_hw_rx_parity_err,uart_core,Intr Hw Rx Parity Err,46.2944,blue
intr_hw_rx_timeout,uart_core,Intr Hw Rx Timeout,46.2944,blue
intr_hw_rx_watermark,uart_core,Intr Hw Rx Watermark,46.2944,blue
intr_hw_tx_empty,uart_core,Intr Hw Tx Empty,46.2944,blue
intr_hw_tx_watermark,uart_core,Intr Hw Tx Watermark,46.2944,blue
sync_rx,uart_core,Sync Rx,55.0528,blue
gen_generic_u_impl_generic_10,sync_rx,Gen Generic Impl Generic,55.0528,blue
u_sync_1_3,gen_generic_u_impl_generic_10,Sync 1,27.5264,blue
gen_generic_u_impl_generic_11,u_sync_1_3,Gen Generic Impl Generic,27.5264,blue
u_sync_2_3,gen_generic_u_impl_generic_11,Sync 2,27.5264,blue
gen_generic_u_impl_generic_12,u_sync_2_3,Gen Generic Impl Generic,27.5264,blue
u_uart_rxfifo,uart_core,Uart Rxfifo,8231.6446,blue
clk_gate_gen_normal_fifo_fifo_rptr_reg_4,u_uart_rxfifo,Clk Gate Gen Normal Fifo Fifo Rptr Reg,20.0192,blue
clk_gate_gen_normal_fifo_fifo_wptr_reg_4,u_uart_rxfifo,Clk Gate Gen Normal Fifo Fifo Wptr Reg,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_0__4,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 0 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_10__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 10 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_11__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 11 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_12__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 12 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_13__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 13 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_14__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 14 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_15__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 15 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_16__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 16 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_17__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 17 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_18__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 18 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_19__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 19 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_1__4,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 1 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_20__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 20 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_21__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 21 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_22__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 22 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_23__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 23 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_24__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 24 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_25__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 25 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_26__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 26 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_27__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 27 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_28__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 28 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_29__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 29 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_2__4,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 2 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_30__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 30 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_31__3,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 31 ,20.0192,blue
clk_gate_gen_normal_fifo_storage_reg_3__4,u_uart_rxfifo,Clk Gate Gen Normal Fifo Storage Reg 3 ,20.0192,blue
